,vocabs,frequency
3271,urgency evidence,1
3272,evidence effects,1
3273,effects decision,1
3274,decision making,4
3275,making laboratory,1
3276,laboratory field,1
3277,field global,1
3278,global patterns,1
3279,patterns adaptation,1
3280,adaptation climate,1
3281,change indigenous,1
3282,indigenous peoples,2
3283,peoples local,1
3284,local communities,1
3285,communities systematic,1
3286,review plural,1
3287,plural climate,1
3288,climate studies,1
3289,studies framework,1
3290,framework himalayas,1
3291,himalayas connecting,1
3292,connecting dots,1
3293,dots climate,1
3294,change household,1
3295,household water,1
3296,water insecurity,2
3297,insecurity migration,1
3298,migration algorithmic,1
3299,algorithmic conservation,1
3300,conservation changing,1
3301,changing climate,1
3302,climate scalar,1
3303,scalar biases,1
3304,biases solar,1
3305,solar photovoltaics,1
3306,photovoltaics role,1
3307,role crop,1
3308,crop diversity,1
3309,diversity climate,1
3310,change adaptation,2
3311,insights local,1
3312,local observations,1
3313,observations inform,1
3314,inform decision,2
3315,making agriculture,1
3316,agriculture politics,1
3317,politics shapes,1
3318,shapes outcomes,1
3319,outcomes forest,1
3320,forest carbon,1
3321,carbon finance,1
3322,finance entry,1
3323,entry points,1
3324,points addressing,1
3325,addressing justice,1
3326,justice politics,1
3327,politics urban,3
3328,urban flood,1
3329,flood adaptation,1
3330,adaptation decision,1
3331,making melting,1
3332,melting himalayan,1
3333,himalayan glaciers,1
3334,glaciers planetary,1
3335,planetary health,1
3336,health future,1
3337,future asian,1
3338,asian deltaic,1
3339,deltaic megacities,1
3340,megacities sea,1
3341,sea level,5
3342,level rise,2
3343,rise land,1
3344,land subsidence,1
3345,subsidence current,1
3346,current adaptation,1
3347,adaptation pathways,2
3348,pathways tokyo,1
3349,tokyo jakarta,1
3350,jakarta manila,1
3351,manila ho,1
3352,ho chi,1
3353,chi minh,1
3354,minh city,1
3355,city losses,1
3356,losses damages,1
3357,damages associated,1
3358,associated events,2
3359,events urban,1
3360,urban drought,1
3361,drought water,1
3362,insecurity asia,1
3363,asia vulnerabilities,1
3364,vulnerabilities associated,1
3365,events soes,1
3366,soes climate,1
3367,change analysis,1
3368,analysis context,1
3369,context pakistan,1
3370,pakistan transformational,1
3371,transformational adaptation,1
3372,adaptation drylands,1
3373,drylands managing,1
3374,managing slow,1
3375,slow onset,2
3376,onset events,2
3377,events related,1
3378,related climate,1
3379,change role,1
3380,role public,1
3381,public bureaucracy,1
3382,bureaucracy multiple,1
3383,multiple knowledge,1
3384,knowledge systems,1
3385,systems participatory,1
3386,participatory actions,1
3387,actions effects,1
3388,effects climate,2
3389,change insights,1
3390,insights perspectives,1
3391,perspectives latin,1
3392,latin america,1
3393,america caribbean,1
3394,caribbean climate,1
3395,change slow,1
3396,events human,1
3397,human mobility,1
3398,mobility reviewing,1
3399,reviewing evidence,1
3400,evidence navigating,1
3401,navigating risks,1
3402,risks foresight,1
3403,foresight flexibility,1
3404,flexibility fiji,1
3405,fiji emerging,1
3406,emerging recommendations,1
3407,recommendations planned,1
3408,planned relocation,1
3409,relocation communities,1
3410,communities exploring,1
3411,exploring loss,1
3412,loss damage,1
3413,damage pacific,1
3414,pacific islands,1
3415,islands promoting,1
3416,promoting land,1
3417,land tenure,1
3418,tenure security,1
3419,security sustainable,1
3420,sustainable peace,1
3421,peace lessons,1
3422,lessons politics,1
3423,politics transformation,1
3424,transformation sustainability,1
3425,sustainability lessons,1
3426,lessons appropriate,1
3427,appropriate technology,1
3428,technology fostering,1
3429,fostering actor,1
3430,actor coalitions,1
3431,coalitions transforming,1
3432,transforming complex,1
3433,complex rural,1
3434,rural territorial,1
3435,territorial pathways,1
3436,pathways sociotechnical,1
3437,sociotechnical stability,1
3438,stability equilibrium,1
3439,equilibrium old,1
3440,old problem,1
3441,problem millennial,1
3442,millennial solution,1
3443,solution using,1
3444,using mobile,2
3445,mobile technology,1
3446,technology inform,1
3447,making sustainable,1
3448,sustainable fertilizer,1
3449,fertilizer management,1
3450,management food,1
3451,food system,1
3452,system narratives,1
3453,narratives end,1
3454,end hunger,1
3455,hunger extractive,1
3456,extractive versus,1
3457,versus regenerative,1
3458,regenerative responsible,1
3459,responsible research,1
3460,research innovation,1
3461,innovation social,1
3462,social licence,2
3463,licence operate,2
3464,operate aligning,1
3465,aligning concepts,1
3466,concepts advancing,1
3467,advancing marine,1
3468,marine innovation,1
3469,innovation development,1
3470,development governance,1
3471,governance social,1
3472,operate legitimacy,1
3473,legitimacy resource,1
3474,resource extraction,1
3475,extraction engineering,1
3476,engineering biological,1
3477,biological diversity,1
3478,diversity international,1
3479,international governance,1
3480,governance synthetic,1
3481,synthetic biology,1
3482,biology gene,1
3483,gene drives,1
3484,drives conservation,1
3485,conservation evaluating,1
3486,evaluating revegetation,1
3487,revegetation shrub,1
3488,shrub planting,1
3489,planting degraded,1
3490,degraded dryland,1
3491,dryland rangeland,1
3492,rangeland perspectives,1
3493,perspectives hydrological,1
3494,hydrological sediment,1
3495,sediment connectivity,1
3496,connectivity mezquital,1
3497,mezquital valley,1
3498,valley perspective,1
3499,perspective new,1
3500,new dryland,1
3501,dryland development,1
3502,development paradigm,1
3503,paradigm ddp,1
3504,ddp present,1
3505,present future,1
3506,future challenges,1
3507,challenges achieve,1
3508,achieve sustainable,1
3509,development climate,1
3510,climate resilient,1
3511,resilient management,1
3512,management response,1
3513,response flash,1
3514,flash droughts,1
3515,droughts us,1
3516,us northern,1
3517,northern great,1
3518,great plains,1
3519,plains governing,1
3520,governing drylands,1
3521,drylands global,1
3522,global environmental,3
3523,environmental commons,1
3524,commons rethinking,1
3525,rethinking links,1
3526,links people,1
3527,people drylands,1
3528,drylands cultural,1
3529,cultural ecosystem,2
3530,services perspective,1
3531,perspective comprehensive,1
3532,comprehensive framework,1
3533,framework evaluating,1
3534,evaluating impact,1
3535,impact land,1
3536,use change,1
3537,change management,1
3538,management soil,1
3539,soil organic,1
3540,organic carbon,3
3541,carbon stocks,1
3542,stocks global,1
3543,global drylands,1
3544,drylands system,1
3545,system management,1
3546,management drylands,1
3547,drylands experiences,1
3548,experiences chinese,1
3549,chinese ecosystem,1
3550,ecosystem research,1
3551,research network,1
3552,network land,1
3553,land resources,1
3554,resources opportunities,1
3555,opportunities growing,1
3556,growing prosperity,1
3557,prosperity sahel,1
3558,sahel navigating,1
3559,navigating systems,1
3560,systems essential,1
3561,essential dryland,1
3562,dryland ecosystem,2
3563,ecosystem variables,1
3564,variables dryland,1
3565,ecosystem dynamic,1
3566,dynamic change,1
3567,change drivers,1
3568,drivers mediterranean,1
3569,mediterranean region,1
3570,region achieving,1
3571,achieving fit,1
3572,fit social,1
3573,social ecological,1
3574,ecological systems,1
3575,systems drylands,1
3576,drylands sustainability,1
3577,sustainability earth,1
3578,earth observation,1
3579,observation drought,1
3580,drought risk,1
3581,risk financing,1
3582,financing pastoral,1
3583,pastoral systems,1
3584,systems africa,1
3585,africa toward,1
3586,toward sustainable,1
3587,sustainable grazing,1
3588,grazing management,1
3589,management based,1
3590,based biodiversity,1
3591,biodiversity ecosystem,2
3592,ecosystem multifunctionality,1
3593,multifunctionality drylands,1
3594,drylands responses,1
3595,responses feedbacks,1
3596,feedbacks african,1
3597,african dryland,1
3598,dryland ecosystems,2
3599,ecosystems environmental,1
3600,environmental changes,3
3601,changes conceptual,1
3602,framework research,1
3603,research dryland,1
3604,ecosystems promote,1
3605,promote sustainability,1
3606,sustainability managing,1
3607,managing supply,1
3608,demand ecosystem,1
3609,services dryland,1
3610,dryland catchments,1
3611,catchments analyses,1
3612,analyses ecosystem,1
3613,services chinese,1
3614,chinese loess,1
3615,loess plateau,1
3616,plateau implications,1
3617,implications dryland,1
3618,dryland sustainability,1
3619,sustainability owning,1
3620,owning street,1
3621,street everyday,1
3622,everyday life,1
3623,life property,1
3624,property amelia,1
3625,amelia presscambridge,1
3626,presscambridge massachusettsxv,1
3627,massachusettsxv paperback,1
3628,paperback isbn,1
3629,isbn search,1
3630,search meaningful,1
3631,meaningful participation,1
3632,participation making,1
3633,making connections,1
3634,connections emotions,1
3635,emotions learning,1
3636,learning subaltern,1
3637,subaltern feel,1
3638,feel ethnography,1
3639,ethnography migration,1
3640,migration subalternity,1
3641,subalternity emotion,1
3642,emotion conference,1
3643,conference spaces,1
3644,spaces emotional,1
3645,emotional sites,1
3646,sites becoming,1
3647,becoming campus,1
3648,campus sustainability,1
3649,sustainability leaders,1
3650,leaders care,1
3651,care archives,1
3652,archives postcolonial,1
3653,postcolonial intersectional,1
3654,intersectional moves,1
3655,moves feminist,1
3656,feminist geographic,1
3657,geographic research,1
3658,research exploring,1
3659,exploring complex,1
3660,complex emotional,1
3661,emotional relationships,1
3662,relationships influence,1
3663,influence children,1
3664,children participation,1
3665,participation rights,1
3666,rights early,1
3667,early childhood,1
3668,childhood education,1
3669,education settings,1
3670,settings politics,1
3671,politics affect,1
3672,affect relations,1
3673,relations class,1
3674,class race,1
3675,race museum,1
3676,museum letting,1
3677,letting brush,1
3678,brush lead,1
3679,lead mark,1
3680,mark cousins,1
3681,cousins floating,1
3682,floating world,1
3683,world emotional,1
3684,emotional cartography,1
3685,cartography window,1
3686,window children,1
3687,children visualizing,1
3688,visualizing felt,1
3689,felt geographies,1
3690,geographies place,1
3691,place critical,1
3692,critical geographies,1
3693,geographies love,1
3694,love loss,1
3695,loss relational,1
3696,relational responses,1
3697,responses death,1
3698,death spouse,1
3699,spouse senegal,1
3700,senegal reclaiming,1
3701,reclaiming failure,1
3702,failure geography,1
3703,geography academic,1
3704,academic honesty,1
3705,honesty neoliberal,1
3706,neoliberal world,1
3707,world atmospheres,1
3708,atmospheres street,1
3709,street performance,1
3710,performance taipei,1
3711,taipei affect,1
3712,affect emotion,1
3713,emotion dynamic,1
3714,dynamic simultaneous,1
3715,simultaneous experiences,1
3716,experiences constructing,1
3717,constructing desert,1
3718,desert labyrinth,1
3719,labyrinth psychological,1
3720,psychological emotional,1
3721,emotional geographies,1
3722,geographies deterrence,1
3723,deterrence strategy,1
3724,strategy mexico,1
3725,mexico border,1
3726,border love,1
3727,love calling,1
3728,calling academic,1
3729,academic friendship,1
3730,friendship international,1
3731,international research,1
3732,research collaboration,1
3733,collaboration amid,1
3734,amid global,1
3735,pandemic miracle,1
3736,miracle boats,1
3737,boats wonders,1
3738,wonders locating,1
3739,locating affect,1
3740,affect narratives,1
3741,narratives recovery,1
3742,recovery removal,1
3743,removal japanese,1
3744,japanese debris,1
3745,debris collective,1
3746,collective memories,1
3747,memories emotions,1
3748,emotions spatial,1
3749,spatial tactics,1
3750,tactics social,1
3751,social movements,1
3752,movements case,1
3753,case umbrella,1
3754,umbrella movement,1
3755,movement hong,1
3756,kong jeffreysconcethe,1
3757,jeffreysconcethe technical,1
3758,technical delusion,1
3759,delusion electronics,1
3760,electronics power,1
3761,power university,1
3762,university index,1
3763,index paper,1
3764,paper cloth,1
3765,cloth academicnew,1
3766,academicnew yorkxxii,1
3767,yorkxxii notes,1
3768,notes index,1
3769,index cloth,1
3770,cloth isbn,2
3771,isbn good,1
3772,good boys,1
3773,boys gang,1
3774,gang members,1
3775,members asylum,1
3776,asylum gained,1
3777,gained lost,1
3778,lost devastating,1
3779,devastating reflections,1
3780,reflections signatures,1
3781,signatures capoeira,1
3782,capoeira pathways,1
3783,pathways towards,1
3784,towards activism,1
3785,activism emotions,1
3786,emotions migration,1
3787,migration social,1
3788,social media,1
3789,media discourse,1
3790,discourse new,1
3791,new greek,1
3792,greek migrant,1
3793,migrant case,1
3794,study disinformation,1
3795,disinformation weaponization,1
3796,weaponization cruel,1
3797,cruel optimism,1
3798,optimism critical,1
3799,critical intervention,1
3800,intervention misinformation,1
3801,misinformation studies,1
3802,studies struggling,1
3803,struggling state,1
3804,state researching,1
3805,researching policy,1
3806,policy failures,1
3807,failures english,1
3808,english national,1
3809,national health,1
3810,health service,1
3811,service distancing,1
3812,distancing material,1
3813,material effects,1
3814,effects reconcile,1
3815,reconcile loss,1
3816,loss sorting,1
3817,sorting memories,1
3818,memories emotion,1
3819,emotion martinacvajnersoviet,1
3820,martinacvajnersoviet signoras,1
3821,signoras personal,1
3822,personal collective,1
3823,collective transformations,1
3824,transformations eastern,1
3825,eastern european,1
3826,european chicago,1
3827,chicago paperback,1
3828,paperback discomfort,1
3829,discomfort transformative,1
3830,transformative encounters,1
3831,encounters social,1
3832,social change,3
3833,change racism,1
3834,racism media,1
3835,media gavan,1
3836,gavan encountering,1
3837,encountering precarity,1
3838,precarity uncertainty,1
3839,uncertainty everyday,1
3840,everyday anxiety,1
3841,anxiety part,1
3842,part postgraduate,1
3843,postgraduate research,1
3844,research journey,1
3845,journey manifesto,1
3846,manifesto failure,1
3847,failure depersonalising,1
3848,depersonalising collectivising,1
3849,collectivising embracing,1
3850,embracing failure,1
3851,failure research,1
3852,research funding,1
3853,funding social,1
3854,social practices,1
3855,practices pakistani,1
