,vocabs,frequency
3224,travel symptoms reported,1
3225,symptoms reported online,1
3226,reported online survey,1
3227,online survey used,1
3228,survey used optimise,1
3229,used optimise spatial,1
3230,optimise spatial predictions,1
3231,spatial predictions incidence,1
3232,predictions incidence risk,1
3233,incidence risk belgium,1
3234,risk belgium high,1
3235,belgium high incidence,1
3236,high incidence brain,1
3237,incidence brain nervous,1
3238,brain nervous system,1
3239,nervous system cancer,1
3240,system cancer identified,1
3241,cancer identified two,1
3242,identified two mining,1
3243,two mining counties,1
3244,mining counties insufficient,1
3245,counties insufficient evidence,1
3246,insufficient evidence support,1
3247,evidence support association,1
3248,support association heavy,1
3249,association heavy metal,1
3250,heavy metal exposure,1
3251,metal exposure use,1
3252,exposure use spatiotemporal,1
3253,use spatiotemporal approach,1
3254,spatiotemporal approach understanding,1
3255,approach understanding preschoolers,1
3256,understanding preschoolers playground,1
3257,preschoolers playground activity,1
3258,playground activity spatial,1
3259,activity spatial analysis,1
3260,spatial analysis service,1
3261,analysis service areas,1
3262,service areas stroke,1
3263,areas stroke centers,1
3264,stroke centers city,1
3265,centers city high,1
3266,city high traffic,1
3267,high traffic congestion,1
3268,traffic congestion multivariate,1
3269,congestion multivariate forecasting,1
3270,multivariate forecasting models,1
3271,forecasting models dengue,1
3272,models dengue lstm,1
3273,dengue lstm versus,1
3274,lstm versus random,1
3275,versus random forest,1
3276,forest regression spatiotemporal,1
3277,regression spatiotemporal modeling,1
3278,spatiotemporal modeling dengue,1
3279,modeling dengue fever,1
3280,dengue fever risk,1
3281,fever risk puerto,1
3282,risk puerto rico,1
3283,puerto rico letter,1
3284,rico letter editor,1
3285,letter editor disease,1
3286,editor disease mortality,1
3287,disease mortality negatively,2
3288,mortality negatively correlates,2
3289,negatively correlates sunlight,2
3290,correlates sunlight exposure,2
3291,sunlight exposure clustering,1
3292,exposure clustering baylisascaris,1
3293,clustering baylisascaris procyonis,1
3294,baylisascaris procyonis zoonotic,1
3295,procyonis zoonotic parasite,1
3296,zoonotic parasite raccoons,1
3297,parasite raccoons across,1
3298,raccoons across different,1
3299,across different landscapes,1
3300,different landscapes southern,1
3301,landscapes southern ontario,1
3302,southern ontario spatial,1
3303,ontario spatial hierarchical,1
3304,spatial hierarchical model,1
3305,hierarchical model integrating,1
3306,model integrating data,1
3307,integrating data passive,1
3308,data passive active,1
3309,passive active disease,1
3310,active disease surveillance,1
3311,disease surveillance systems,1
3312,surveillance systems assessment,1
3313,systems assessment spatial,1
3314,assessment spatial mobility,1
3315,spatial mobility among,1
3316,mobility among young,1
3317,among young men,1
3318,young men sex,1
3319,men sex men,1
3320,sex men within,1
3321,men within across,1
3322,within across high,1
3323,across high hiv,1
3324,high hiv prevalence,1
3325,hiv prevalence neighborhoods,1
3326,prevalence neighborhoods new,1
3327,neighborhoods new york,1
3328,new york city,5
3329,york city neighborhood,1
3330,city neighborhood study,1
3331,neighborhood study unknown,1
3332,study unknown denominator,1
3333,unknown denominator problem,1
3334,denominator problem population,1
3335,problem population studies,1
3336,population studies disease,1
3337,studies disease frequency,1
3338,disease frequency disease,1
3339,frequency disease mortality,1
3340,sunlight exposure developing,1
3341,exposure developing geospatial,1
3342,developing geospatial measure,1
3343,geospatial measure change,1
3344,measure change core,1
3345,change core temperature,1
3346,core temperature migrating,1
3347,temperature migrating persons,1
3348,migrating persons border,1
3349,persons border region,1
3350,border region using,1
3351,region using residential,1
3352,using residential histories,1
3353,residential histories analysis,1
3354,histories analysis lung,1
3355,analysis lung cancer,1
3356,lung cancer mountaintop,1
3357,cancer mountaintop removal,1
3358,mountaintop removal coal,1
3359,removal coal mining,1
3360,coal mining central,1
3361,mining central appalachia,1
3362,central appalachia statistical,1
3363,appalachia statistical methods,1
3364,statistical methods linking,1
3365,methods linking geostatistical,1
3366,linking geostatistical maps,1
3367,geostatistical maps transmission,1
3368,maps transmission models,1
3369,transmission models application,1
3370,models application lymphatic,1
3371,application lymphatic filariasis,1
3372,lymphatic filariasis east,1
3373,filariasis east africa,1
3374,east africa daily,1
3375,africa daily surveillance,1
3376,daily surveillance using,1
3377,surveillance using prospective,1
3378,using prospective scan,1
3379,prospective scan statistic,1
3380,scan statistic united,1
3381,statistic united states,1
3382,united states spatial,2
3383,states spatial analysis,2
3384,spatial analysis clusters,1
3385,analysis clusters contextual,1
3386,clusters contextual factors,1
3387,contextual factors new,1
3388,factors new york,1
3389,york city exploring,1
3390,city exploring patterns,1
3391,exploring patterns mental,1
3392,patterns mental health,1
3393,mental health related,1
3394,health related emergency,1
3395,related emergency department,1
3396,emergency department use,1
3397,department use children,1
3398,use children adolescents,1
3399,children adolescents income,1
3400,adolescents income inequality,1
3401,income inequality suicide,1
3402,inequality suicide united,1
3403,suicide united states,1
3404,spatial analysis counties,1
3405,analysis counties using,1
3406,counties using geographically,1
3407,using geographically weighted,1
3408,geographically weighted regression,1
3409,weighted regression comparing,1
3410,regression comparing different,1
3411,comparing different modeling,1
3412,different modeling methods,1
3413,modeling methods dengue,1
3414,methods dengue fever,1
3415,dengue fever data,1
3416,fever data analysis,1
3417,data analysis colombia,1
3418,analysis colombia positive,1
3419,colombia positive social,1
3420,positive social transformations,1
3421,social transformations coastal,1
3422,transformations coastal communities,1
3423,coastal communities conditions,1
3424,communities conditions enable,1
3425,conditions enable success,1
3426,enable success territorial,1
3427,success territorial use,1
3428,territorial use rights,1
3429,use rights fishing,1
3430,rights fishing climate,1
3431,fishing climate urgency,1
3432,climate urgency evidence,1
3433,urgency evidence effects,1
3434,evidence effects decision,1
3435,effects decision making,1
3436,decision making laboratory,1
3437,making laboratory field,1
3438,laboratory field global,1
3439,field global patterns,1
3440,global patterns adaptation,1
3441,patterns adaptation climate,1
3442,adaptation climate change,1
3443,climate change indigenous,1
3444,change indigenous peoples,1
3445,indigenous peoples local,1
3446,peoples local communities,1
3447,local communities systematic,1
3448,communities systematic review,1
3449,systematic review plural,1
3450,review plural climate,1
3451,plural climate studies,1
3452,climate studies framework,1
3453,studies framework himalayas,1
3454,framework himalayas connecting,1
3455,himalayas connecting dots,1
3456,connecting dots climate,1
3457,dots climate change,1
3458,climate change household,1
3459,change household water,1
3460,household water insecurity,1
3461,water insecurity migration,1
3462,insecurity migration algorithmic,1
3463,migration algorithmic conservation,1
3464,algorithmic conservation changing,1
3465,conservation changing climate,1
3466,changing climate scalar,1
3467,climate scalar biases,1
3468,scalar biases solar,1
3469,biases solar photovoltaics,1
3470,solar photovoltaics role,1
3471,photovoltaics role crop,1
3472,role crop diversity,1
3473,crop diversity climate,1
3474,diversity climate change,1
3475,climate change adaptation,2
3476,change adaptation insights,1
3477,adaptation insights local,1
3478,insights local observations,1
3479,local observations inform,1
3480,observations inform decision,1
3481,inform decision making,2
3482,decision making agriculture,1
3483,making agriculture politics,1
3484,agriculture politics shapes,1
3485,politics shapes outcomes,1
3486,shapes outcomes forest,1
3487,outcomes forest carbon,1
3488,forest carbon finance,1
3489,carbon finance entry,1
3490,finance entry points,1
3491,entry points addressing,1
3492,points addressing justice,1
3493,addressing justice politics,1
3494,justice politics urban,1
3495,politics urban flood,1
3496,urban flood adaptation,1
3497,flood adaptation decision,1
3498,adaptation decision making,1
3499,decision making melting,1
3500,making melting himalayan,1
3501,melting himalayan glaciers,1
3502,himalayan glaciers planetary,1
3503,glaciers planetary health,1
3504,planetary health future,1
3505,health future asian,1
3506,future asian deltaic,1
3507,asian deltaic megacities,1
3508,deltaic megacities sea,1
3509,megacities sea level,1
3510,sea level rise,2
3511,level rise land,1
3512,rise land subsidence,1
3513,land subsidence current,1
3514,subsidence current adaptation,1
3515,current adaptation pathways,1
3516,adaptation pathways tokyo,1
3517,pathways tokyo jakarta,1
3518,tokyo jakarta manila,1
3519,jakarta manila ho,1
3520,manila ho chi,1
3521,ho chi minh,1
3522,chi minh city,1
3523,minh city losses,1
3524,city losses damages,1
3525,losses damages associated,1
3526,damages associated events,1
3527,associated events urban,1
3528,events urban drought,1
3529,urban drought water,1
3530,drought water insecurity,1
3531,water insecurity asia,1
3532,insecurity asia vulnerabilities,1
3533,asia vulnerabilities associated,1
3534,vulnerabilities associated events,1
3535,associated events soes,1
3536,events soes climate,1
3537,soes climate change,1
3538,climate change analysis,1
3539,change analysis context,1
3540,analysis context pakistan,1
3541,context pakistan transformational,1
3542,pakistan transformational adaptation,1
3543,transformational adaptation drylands,1
3544,adaptation drylands managing,1
3545,drylands managing slow,1
3546,managing slow onset,1
3547,slow onset events,2
3548,onset events related,1
3549,events related climate,1
3550,related climate change,1
3551,climate change role,1
3552,change role public,1
3553,role public bureaucracy,1
3554,public bureaucracy multiple,1
3555,bureaucracy multiple knowledge,1
3556,multiple knowledge systems,1
3557,knowledge systems participatory,1
3558,systems participatory actions,1
3559,participatory actions effects,1
3560,actions effects climate,1
3561,effects climate change,2
3562,climate change insights,1
3563,change insights perspectives,1
3564,insights perspectives latin,1
3565,perspectives latin america,1
3566,latin america caribbean,1
3567,america caribbean climate,1
3568,caribbean climate change,1
3569,climate change slow,1
3570,change slow onset,1
3571,onset events human,1
3572,events human mobility,1
3573,human mobility reviewing,1
3574,mobility reviewing evidence,1
3575,reviewing evidence navigating,1
3576,evidence navigating risks,1
3577,navigating risks foresight,1
3578,risks foresight flexibility,1
3579,foresight flexibility fiji,1
3580,flexibility fiji emerging,1
3581,fiji emerging recommendations,1
3582,emerging recommendations planned,1
3583,recommendations planned relocation,1
